Feature,Company: ARAG – gewerbeversicherung_betriebshaftpflichtversicherung,Company: AXA – geschaeftskunden_veranstalterhaftpflichtversicherung,source,Company: Barmenia – Krankenhaustagegeld,Company: DKV – Betriebliche Krankenversicherung,Company: barmenia – deu_bde_privat_bde_produkte_privat_bde_gesundheit_kv_voll_spezialtarife_uebersicht.xhtml,Company: dkv – kunden-kundenbereich-service-rechnungen-einreichen-91963.md,Company: Barmenia – deu_bde_privat_bde_service_bde_infocenter_bde_krankenversicherung_bde_erstattungsfaehige_naturheilverfahren_uebersicht.xhtml,Company: DKV – gesundheit-organisation-hilfsmittel-service-schlafapnoe-geraete.md,Company: DKV – produkte-beihilfetarif-beamtenanwaerter-beamte-referendare-111254.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie,Company: DKV – Gesundheit Organisation Hilfsmittel Service Rollatoren,Company: ERGO – Zahnzusatzversicherung Verdoppelter Festzuschuss bei Zahnersatz,Company: dkv – gesundheit-organisation-hilfsmittel-service-hilfsmittel-zur-insulintherapie.md,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit,Company: dkv – zusatzversicherungen.md,Company: ergo – de_Service_ereignis-melden_leistungsfall-melden_kranken,Company: DKV – gesundheit-innere-organe.md,Company: ERGO – de_Service_ereignis-melden_leistungsfall-melden_zahn,Company: DKV – gesundheit-familienprogramme.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie_abschluss_kfo,Company: DKV – Gesundheit Organisation Hilfsmittel Service Beatmungsgeräte,Company: ERGO – Zahnzusatzversicherung mit Implantaten,Company: Generali – service-kontakt_schaden-melden_haftpflicht,Company: ERGO – de_Produkte_Haftpflichtversicherung_Hundehalterhaftpflicht,Company: dkv – gesundheit-familie.md,Company: ergo – de_Produkte,Company: DKV – private-krankenversicherungen.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_zahnersatz,Company: DKV – produkte-krankenversicherung-grosskunden-firmen-1556.md,Company: Generali – geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland,Company: dkv – gesundheit-organisation-hilfsmittel-service-kompressionstherapiegeraete.md,Company: generali – service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung,Company: ERGO – Zahnzusatzversicherung,Company: Generali – Krankenzusatzversicherung,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit_abschluss_zez,Company: generali – service-kontakt_self-service_dokumente-einreichen_rechnung,Company: Generali – privatkunden_gesundheit-freizeit_gesundheitsservices,Company: R+V – krankenversicherungen,Company: R+V – private-krankenversicherung,Company: SDK – versicherungen_zusatzversicherung_auslandskrankenversicherung,Company: sdk – versicherungen_zusatzversicherung_zahnzusatzversicherung_was-genau-passiert-bei-einer-professionellen-zahnreinigung,Company: group – produkte_ambulante-zusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsberatung,Company: group – produkte_auslandskrankenversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_elektro-kleinstfahrzeuge,Company: r+v – haftpflichtversicherung_haus-und-grundbesitzerhaftpflicht,Company: sdk – versicherungen_private-krankenversicherung_angebot,Company: group – produkte_zahnzusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsdienstleistungen-fuer-krankenzusatzversicherte,Company: group – produkte_auslandskrankenversicherung_familie,Company: sdk – versicherungen_zusatzversicherung_krankentagegeldversicherung,Company: group – service_gesundheitswelt,Company: sdk – versicherungen_private-krankenversicherung_work-life-balance-fuer-medizinerinnen-und-mediziner,Company: group – ratgeber_zahnzusatzversicherung-zahnfuellung,Company: sdk – services_online-services_einwilligungerklaerung,Company: group – ratgeber_zahnzusatzversicherung-sinnvoll,Company: sdk – versicherungen_zusatzversicherung_auslandskrankenversicherung_rechner,Company: group – produkte_private-krankenversicherung_studenten,Company: sdk – services_online-services_faq,Company: group – ratgeber_zahnzusatzversicherung-weisse-zaehne,Company: sdk – versicherungen_zusatzversicherung_ambulante-zusatzversicherung,Company: group – produkte_private-krankenversicherung_angebot,Company: sdk – versicherungen_private-krankenversicherung_pkv-fuer-aerzte,Company: group – ratgeber_zahnzusatzversicherung-ohne-wartezeit,Company: sdk – versicherungen_private-krankenversicherung,Company: group – produkte_krankenhauszusatzversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_quad-versicherung.md,Company: r+v – haftpflichtversicherung_gewaesserschadenhaftpflicht,Company: sdk – downloads_Broschueren_Broschuere-Optionstarif-Private-Krankenversicherung-1.645s.pdf,Company: group – ratgeber_zahnzusatzversicherung-professionelle-zahnreinigung,Company: r+v – service,Company: group – produkte,Company: Generali – privatkunden_fahrzeug-zuhause_kunstversicherung,Company: ERGO – de_Service_ereignis-melden_schadenfall-melden,Company: R+V – beratung_direktberatung,Company: SIGNAL IDUNA – service_schaden-melden,Company: Generali – privatkunden_rundum-schutz_mein-zukunftsplan,Company: ERGO – de_Produkte_Rentenversicherung_Sofort-Rente,Company: r+v – altersvorsorge_private-rentenversicherung_privat-rente-indexinvest,Company: group – produkte_gewerbe_betriebsrentenversicherung,Company: sdk – versicherungen_altersvorsorge_betriebliche-altersvorsorge,Company: group – service_bav-net,Company: dkv – Reiserücktrittsversicherung & Reiseabbruchversicherung,Company: ergo – Schülerreise-Versicherung,Company: dkv – productdb_img_img_Auszeichnungen_Siegel-Franke-Bornberg-BMK1-BMZ1_XL.jpg_6,Company: ergo – de_Service_ereignis-melden,Company: AXA – pk_gesundheit_p_krankenhauszusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_uebersicht.xhtml,Company: AXA – pk_gesundheit_p_ambulante-zusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_kollektiv_1_uebersicht.xhtml,Company: Barmenia – MediApp-Tarif (Telearzt),Company: DKV – Orthesen Service,Company: Barmenia – VHV+ Tarif,Company: DKV – KombiMed Zahn Plus
Coverage for Dental Preservation,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 100% coverage for dental preservation, including professional cleaning and high-quality fillings",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Dental Replacement,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High coverage for dental replacement, including crowns, bridges, and prostheses",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Reduction,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50% reduction in the first six months for ""Dental-Schutz"" tariff",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Questions,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No health questions required,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No waiting period,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Cancellation Right,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Available,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Portal,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERGO customer portal for uploading invoices and quick reimbursement,Generali GesundheitsApp for uploading invoices and documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immediate coverage even if treatment has started,"""Mein Gesundheitsplan"" for supplementing statutory health insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Satisfaction,,,comparison_cluster_24.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rated 4.5/5 from 385,835 reviews",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental Coverage,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comprehensive dental protection including immediate benefits and orthodontic coverage for children,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital Coverage,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital supplementary insurance extends health protection,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liability Insurance,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private liability insurance for financial risk protection,Liability insurance for financial protection against damages to others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle Insurance,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto and motorcycle insurance,Kfz-Versicherung with enhanced performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel Insurance,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel cancellation and foreign health insurance,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Planning,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Risk life insurance, funeral insurance, and disability insurance for financial foresight",Comprehensive asset protection policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_25.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online or phone claim reporting and invoice submission,Generali Health App for uploading medical bills and managing health insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comprehensive Health Coverage,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Individually tailored health protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Health Insurance Options,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Customizable private health insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Health Insurance Options,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Excellent service with additional benefits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health App Features,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generali GesundheitsApp for uploading bills and checking health coverage,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online Health Services,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generali Mobile Health App for symptom check and online appointments,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellness Program,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generali Vitality rewards healthy living,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Health Insurance,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Private supplementary insurance for dental, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel Health Insurance,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Coverage for high costs abroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Protection,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Daily allowance insurance for long-term illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support for Alternative Medicine,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Support for acupuncture and homeopathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,24/7 email service for inquiries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vision and Preventive Care Benefits,,,comparison_cluster_26.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Subsidies for glasses, contact lenses, and check-ups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comprehensive private health insurance,International travel health insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tariff Options,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AGIL classic pro, AGIL comfort, AGIL premium","Individual, Family, Over 60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premiums,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"From €15.05 annually for individuals, €37.20 for families, €26.75 for over 60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Coverage,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High reimbursement rates for medical and dental services,"Medical treatments, medications, hospital stays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital Coverage,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premium hospital accommodations,Worldwide medical repatriation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Benefits,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telemedicine services, premium reduction in old age","24-hour emergency hotline, coverage for pregnancy complications and pandemics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refund of premiums if no claims made,Coverage for rescue costs during sports or hiking accidents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eligibility,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Self-employed, freelancers, students, civil servants, high-income employees",Travelers outside Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Coverage,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusions,,,comparison_cluster_27.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbitrary premium increases,Quarantine costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Professional Dental Cleaning,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Partial or full coverage, or subsidy",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Preventive Examinations,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Alternative Treatments,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes (e.g., acupuncture, homeopathy)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Vision Care,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes (e.g., glasses, contact lenses, laser eye surgery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Medications,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Travel Vaccinations,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age Limit for Enrollment,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,No age limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Validity Abroad,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes, up to 8 weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No waiting period,No waiting period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_28.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotline: 0800 221 0221,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private Health Insurance,International Travel Health Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Consultation Services,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comprehensive health consultation, 24/7 personal advice",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specialist Appointment Service,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emergency Contact,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phone: 0711 7372 - 5555,24-hour emergency phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Medical Treatments,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Full coverage for necessary treatments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Medications,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes, prescribed medications covered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Hospitalization,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes, includes hospital stays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage for Search and Rescue,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Up to 15,000 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Protection,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Yes, includes care for minors if parents are ill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geographic Coverage,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Worldwide, with options excluding USA, Canada, Caribbean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Cost,,,comparison_cluster_29.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,From 1.60 € per day or 23.90 € per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E-Scooter Liability and Optional Partial Coverage,Property Owner Liability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liability Coverage,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Up to 100 million Euro per incident, 15 million Euro per person","Up to 15 million Euro (""classic""), 50 million Euro (""comfort"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional Coverage,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Partial coverage for weather, theft, animal bites","Construction projects up to 50,000 Euro (""classic""), 100,000 Euro (""comfort"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deductible,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 Euro per claim for partial coverage,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Starting Price,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From 6.50 Euro,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Policy Term,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 March to 28/29 February,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age Requirement,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minimum 14 years old,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Features,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online purchase, insurance sticker for proof","Innovations guarantee, legal defense costs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_3.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insurance sticker for E-Scooter,Special rules for landlords and property owners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Options,,,comparison_cluster_30.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Angestellte, Selbstständige, Beamte, Ärzte, Studierende, Angestellte","Zahnersatz, Zahnreinigungen, Kieferorthopädie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Insurance,,,comparison_cluster_30.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zahnzusatz, Krankenhauszusatz, ambulante Zusatz, Krankentagegeld, Praxiszusatz, Auslandskrankenversicherung",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Features,,,comparison_cluster_30.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pflegezusatzversicherung, Unfallversicherung, Altersvorsorge, Sterbegeldversicherung","100% Kostenübernahme, keine Wartezeiten, kein Aufnahmehöchstalter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Support,,,comparison_cluster_30.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hotline: 0711 7372 7122,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Selling Proposition,,,comparison_cluster_30.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairste private Krankenversicherung in Deutschland,Schließt Lücke zur gesetzlichen Krankenkasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tariff Options,,,comparison_cluster_30.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Zahn PLUS pur, Zahn TOP pur, ZAHN EXKLUSIV pur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private health insurance with various supplementary options,Comprehensive travel health insurance for families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Employees, self-employed, civil servants, doctors, students, and employees",Families traveling abroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Insurance Options,,,comparison_cluster_31.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dental, hospital, outpatient, daily allowance, practice, and foreign health insurance",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
